document_id,entity_text,entity_type,context
0,one,CARDINAL,"hout the chamber carpet, I have determined to buy one Calico dress only, & I think I will even go witho"
0,Calico,GPE," the chamber carpet, I have determined to buy one Calico dress only, & I think I will even go without a sh"
0,one,CARDINAL," quality, & instead of getting such as would last one or two winters, give more & get carpets that woul"
0,two,CARDINAL,"y, & instead of getting such as would last one or two winters, give more & get carpets that would wear "
0,years,DATE, give more & get carpets that would wear well for years.  All of the carpeting I have got for the two roo
0,two,CARDINAL,"r years.  All of the carpeting I have got for the two rooms, Entry & staircase comes to $170.00 & if I "
0,$170.00 &,MONEY,"got for the two rooms, Entry & staircase comes to $170.00 & if I have given less for the carpeting & bought a"
0,Lamps,PERSON,"ience acquits me.  I have bought a pair of Astral Lamps for $30, a pair of Pitchers $4.50, a pretty littl"
0,30,MONEY,"ts me.  I have bought a pair of Astral Lamps for $30, a pair of Pitchers $4.50, a pretty little pair o"
0,Pitchers,ORG," bought a pair of Astral Lamps for $30, a pair of Pitchers $4.50, a pretty little pair of castors $3.00, nic"
0,4.50,MONEY,"pair of Astral Lamps for $30, a pair of Pitchers $4.50, a pretty little pair of castors $3.00, nice plat"
0,3.00,MONEY," Pitchers $4.50, a pretty little pair of castors $3.00, nice plated ones are $12, or 14.  The pair I hav"
0,12,MONEY,"ttle pair of castors $3.00, nice plated ones are $12, or 14.  The pair I have got are a new kind & ver"
0,14,CARDINAL,"ir of castors $3.00, nice plated ones are $12, or 14.  The pair I have got are a new kind & very prett"
0,two,CARDINAL,"ave got are a new kind & very pretty.  I have got two pair of glass candle sticks $1.00, a pair of Deca"
0,1.00,MONEY,"tty.  I have got two pair of glass candle sticks $1.00, a pair of Decanters $8.00.  Other articles I hav"
0,Decanters $8.00,LAW," two pair of glass candle sticks $1.00, a pair of Decanters $8.00.  Other articles I have priced but not bought.  T"
0,Tomorrow,DATE,"0.  Other articles I have priced but not bought.  Tomorrow I intend to look at spoons, Mantel glass, Fenders"
0,Mantel,ORG,"not bought.  Tomorrow I intend to look at spoons, Mantel glass, Fenders, Andirons &c.  Shopping is very fa"
0,"Fenders, Andirons &c.  Shopping",ORG,"omorrow I intend to look at spoons, Mantel glass, Fenders, Andirons &c.  Shopping is very fatiguing.  Sometimes I am inclined to bu"
0,Shopping,PERSON,"y thinking can I afford this, can I afford that.  Shopping is pleasant when you have plenty of money, but no"
0,first,ORDINAL,"at will interest you more.  You did not expect my first letter to you to be filled up with one subject, s"
0,one,CARDINAL,"xpect my first letter to you to be filled up with one subject, shopping.  I will now write of you, myse"
0,King,LOC,"d have even more, if I had not been so engaged in King street.  Last night I thought sleep had forsaken "
0,tonight,TIME, put me to sleep.  I hope it will not be the case tonight.  You must write to me often to make up for your 
0,last year,DATE,"be doing well, so engaged as I am.  You recollect last year I was not so punctual, but I  love you more now, "
0,The Diamond Rings,ORG,"y husband is great.  Your wife longs to see you.  The Diamond Rings are finished, & are very pretty.  Susan & Ann are"
0,Susan & Ann,PERSON,"e Diamond Rings are finished, & are very pretty.  Susan & Ann are delighted with them.  I think they are pretti"
0,one,CARDINAL,ed with them.  I think they are prettier than the one you first gave me.  It is a nice guard to my wedd
0,first,ORDINAL,them.  I think they are prettier than the one you first gave me.  It is a nice guard to my wedding ring. 
0,Saturday,DATE,"I feel quite tired.  I expect to hear from you on Saturday.  I hope I will not be disappointed.  Believe me,"
0,E.F.P.,ORG,"isappointed.  Believe me, your affectionate wife, E.F.P.

Benjamin Perry
Columbia"
0,"Benjamin Perry
Columbia",PERSON,"ted.  Believe me, your affectionate wife, E.F.P.

Benjamin Perry
Columbia"
1,"10

Saturday morning",TIME,"Letter 10

Saturday morning, 28 November 1840
Greenville

My dear husband

	I"
1,November 1840,DATE,"Letter 10

Saturday morning, 28 November 1840
Greenville

My dear husband

	I have taken up my "
1,Greenville,GPE,"Letter 10

Saturday morning, 28 November 1840
Greenville

My dear husband

	I have taken up my pen to writ"
1,Mail,ORG,"have taken up my pen to write a few lines, as the Mail does not go again until Tuesday.  I will not hurr"
1,Tuesday,DATE," a few lines, as the Mail does not go again until Tuesday.  I will not hurry, but write at my leisure betwe"
1,first,ORDINAL,"y leisure between this and then.  I received your first letter last night. It gave me much pleasure, but "
1,last night,TIME,"ween this and then.  I received your first letter last night. It gave me much pleasure, but it also has given "
1,Legislature,ORG," to you.  You said you were busily engaged in the Legislature, making speeches on the Richland election.  I tho"
1,Richland,ORG,"ngaged in the Legislature, making speeches on the Richland election.  I thought of course your speeches woul"
1,the Democratic Candidates,ORG,"ught of course your speeches would be in favor of the Democratic Candidates, but in looking over the little pamphlet you sent"
1,Rhett,PERSON,"e little pamphlet you sent, I saw that it was Mr. Rhett who introduced the resolution that Mr. Adams, Bla"
1,Adams,PERSON," Mr. Rhett who introduced the resolution that Mr. Adams, Black &c. should take their seats, and as you ha"
1,Black &c.,ORG,"ett who introduced the resolution that Mr. Adams, Black &c. should take their seats, and as you had been spea"
1,Rhett,PERSON," their seats, and as you had been speaking on Mr. Rhett�s side, I found to my utter astonishment that you"
1,Van Buren,PERSON,"course has really been inconsistent.  You are for Van Buren, yet against the Sub Treasury, a Democrat, yet ma"
1,the Sub Treasury,ORG,"inconsistent.  You are for Van Buren, yet against the Sub Treasury, a Democrat, yet making speeches in favor of the "
1,Democrat,NORP,"re for Van Buren, yet against the Sub Treasury, a Democrat, yet making speeches in favor of the Whigs.  You "
1,two,CARDINAL," you have taken in the discussion, they will have two subjects of complaint, first, that you have taken"
1,first,ORDINAL,"ussion, they will have two subjects of complaint, first, that you have taken the part of the Whigs, and s"
1,secondly,ORDINAL,"t, that you have taken the part of the Whigs, and secondly, that you were on the same side in the discussion"
1,Wardlaw,PERSON,"mbers.  For instead of being on the side with Mr. Wardlaw, Henry, Thompson &c. you were on the side with Mr"
1,"Henry, Thompson &c.",ORG,"or instead of being on the side with Mr. Wardlaw, Henry, Thompson &c. you were on the side with Mr. Rhett, Phillips and"
1,Rhett,PERSON,"Henry, Thompson &c. you were on the side with Mr. Rhett, Phillips and others from the lower country.  You"
1,Phillips,ORG,"Thompson &c. you were on the side with Mr. Rhett, Phillips and others from the lower country.  You know Gree"
1,Greenville,PERSON,"lips and others from the lower country.  You know Greenville is prejudiced against you, on the latter account,"
1,Legislature,ORG,"he reason I am anxious you should continue in the Legislature, and be careful how you act;�not offend your cons"
1,act;,CARDINAL,"ntinue in the Legislature, and be careful how you act;�not offend your constituents, and cause them not "
1,Legislature,ORG,"se them not to vote for you again.  You go to the Legislature, distinguish yourself, yet find it hard to be ele"
1,Earle,PERSON,"rself, yet find it hard to be elected again while Earle, Smith  & Ware who I do not suppose will open the"
1,Smith  & Ware,ORG,"yet find it hard to be elected again while Earle, Smith  & Ware who I do not suppose will open their mouths excep"
1,Legislature,ORG, [word obscured] this I wish you to remain in the Legislature.  I think it is a field whereon you can distingui
1,Sunday night,TIME,"think best, but give my advice consideration.  


Sunday night

My dear husband, I have just received your secon"
1,second,ORDINAL,"night

My dear husband, I have just received your second letter, and read it with much pleasure.  I am gla"
1,Legislature,ORG, then not find it so hard to obtain a seat in the Legislature.  There would be no office which they would not t
1,Legislature,ORG,"in public life that I wish you to continue in the Legislature as long as you can, & I am constantly uneasy lest"
1,first,ORDINAL, not to elect you.  You must not forget to be the first to introduce the fee bill.  You must always take 
1,Wardlaw,PERSON,"much rather you in debate be on the side with Mr. Wardlaw, Burt, Henry &c. than with Mr. Rhett & the lower "
1,Burt,GPE,"er you in debate be on the side with Mr. Wardlaw, Burt, Henry &c. than with Mr. Rhett & the lower countr"
1,Henry &c.,ORG," in debate be on the side with Mr. Wardlaw, Burt, Henry &c. than with Mr. Rhett & the lower country members, "
1,Rhett,PERSON,"e with Mr. Wardlaw, Burt, Henry &c. than with Mr. Rhett & the lower country members, & you must associate"
1,Earle,PERSON,"particularly your colleagues; be very kind to Mr. Earle, Simth, & Ware.  I wish you would be very attenti"
1,Simth,PERSON,"larly your colleagues; be very kind to Mr. Earle, Simth, & Ware.  I wish you would be very attentive in s"
1,Crook,PERSON,ed when you do & displeased when you do not.  Dr. Crook told me you sent him the Governors message.  Writ
1,Governors,PERSON,n you do not.  Dr. Crook told me you sent him the Governors message.  Write to him & some others too.  Last y
1,Last year,DATE,ernors message.  Write to him & some others too.  Last year Dr. Crook told me you were sending no papers home
1,Crook,PERSON,.  Write to him & some others too.  Last year Dr. Crook told me you were sending no papers home.  He expe
1,one,CARDINAL, elected again.  I should think it delightful for one of your talents to be a member of the Legislature
1,Legislature,ORG,ful for one of your talents to be a member of the Legislature.  You can display them with such advantage there.
1,Legislature,ORG,h such advantage there.  I would rather be in the Legislature than in Congress; would rather be distinguished &
1,Congress,ORG,re.  I would rather be in the Legislature than in Congress; would rather be distinguished & popular in my ow
1,Wiliam Hutson,PERSON,"d & popular in my own state than anywhere else.

	Wiliam Hutson is a cousin of ours, & I believe a fine young man"
1,Thomas Fuller,PERSON," a cousin of ours, & I believe a fine young man.  Thomas Fuller who I believe is a member; we knew well in New Ha"
1,New Haven,GPE,"Fuller who I believe is a member; we knew well in New Haven.  He married Miss Means a cousin of ours also, bu"
1,Albert Rhett,PERSON,dding.  Have you become acquainted with him?  Mr. Albert Rhett I regard as a friend.  I believe he had a sincere
1,New Haven,GPE,ip for our family.  Our acquaintance commenced in New Haven.  Those we knew there we will never forget.  I al
1,Mamma,PERSON,ed us to his wedding.  He was quite intimate with Mamma.  I wonder if he recollects all about New Haven. 
1,New Haven,GPE, with Mamma.  I wonder if he recollects all about New Haven.  You may remember me to him if you think proper.
1,Three,CARDINAL,h pleasure.  Will is quite well & looks healthy.  Three of his jaw teeth have made there appearance.  I d
1,Crook,PERSON,e.  I do not think he has forgotten you yet.  Dr. Crook was here the other evening.   Will went up to him
1,Albert Rhett,PERSON,elt pleased to be in his arms.  You must tell Mr. Albert Rhett that I have a little son named William Hayne McCa
1,William Hayne McCall,PERSON,l Mr. Albert Rhett that I have a little son named William Hayne McCall.  Mamma has just been downstairs for a moment.  S
1,Mamma,PERSON, I have a little son named William Hayne McCall.  Mamma has just been downstairs for a moment.  She says 
1,Rhett,PERSON,moment.  She says you must remember us all to Mr. Rhett & tell him we have never forgotten him; but alway
1,one,CARDINAL,"rd, and she hopes the friendship he once felt for one member of her family (now in another world) will "
1,Aunt Brewton,ORG,"r & her remaining children.  You must call  & see Aunt Brewton when convenient, & be kind to her.  She is so aff"
1,Victoria,GPE,   Do go & see her soon & give our love to her.   Victoria does remarkably well.  We have abundance of Milk 
1,Milk &,ORG,toria does remarkably well.  We have abundance of Milk & cheese two or three times a week.  We make just e
1,two,CARDINAL,arkably well.  We have abundance of Milk & cheese two or three times a week.  We make just enough butte
1,three,CARDINAL, well.  We have abundance of Milk & cheese two or three times a week.  We make just enough butter for tab
1,John,PERSON,able use.  We have not slaughtered the hogs yet.  John is very busy at the house.  I expect he will not 
1,McBee,PERSON,expect he will not kill till you come back.  Mrs. McBee sent us some Sausages last night.  Dr. Crook prom
1,Crook,PERSON,Mrs. McBee sent us some Sausages last night.  Dr. Crook promised to send some potatoes last night after s
1,last night,TIME," night.  Dr. Crook promised to send some potatoes last night after supper.  John came up & said, �Mrs. Perry, "
1,John,PERSON,"d to send some potatoes last night after supper.  John came up & said, �Mrs. Perry, James is thrown from"
1,Perry,PERSON,"t night after supper.  John came up & said, �Mrs. Perry, James is thrown from the horse on his head.  I w"
1,James,PERSON," after supper.  John came up & said, �Mrs. Perry, James is thrown from the horse on his head.  I want you"
1,Turpentine,NORP,e horse on his head.  I want you to give him some Turpentine.�  At first I did not understand him & thought he
1,first,ORDINAL,ad.  I want you to give him some Turpentine.�  At first I did not understand him & thought he said the ho
1,James,PERSON," on its head.  I was relieved when I found it was James.  He said he felt rather unwell, so I told him no"
1,John,PERSON,"o I told him not to ride the horse again, but let John water it.  Today I sent him to Dr. Crook�s to kno"
1,Today,DATE," to ride the horse again, but let John water it.  Today I sent him to Dr. Crook�s to know if he ought to "
1,Crook,PERSON,", but let John water it.  Today I sent him to Dr. Crook�s to know if he ought to take anything.  He said "
1,Castor Oil & Gum Arabic,ORG,"take anything.  He said I must give him a dose of Castor Oil & Gum Arabic water.  I did so, & he is now much better, almost"
1,Susan & Ann,PERSON," I did so, & he is now much better, almost well.  Susan & Ann say I must tell you, you must not bring anything "
1,Columbia,ORG,"ll you, you must not bring anything for them from Columbia.  You have been already so kind to them, for he w"
1,a few dollars,MONEY,"s very much.  If you were to see a pretty one for a few dollars, you might bring them one between them.  Perhaps "
1,one,CARDINAL,etween them.  Perhaps you might get a very pretty one for 5 dollars; you ought not to give more.  You k
1,5 dollars,MONEY,hem.  Perhaps you might get a very pretty one for 5 dollars; you ought not to give more.  You know I told you
1,more than two,CARDINAL," be extravagant, but bring us cheap presents, not more than two or three dollars apiece.  You say you have alread"
1,Jewellers,NORP,that it is an expensive one as it was bought in a Jewellers shop.  I do hope you have laid out your money jud
1,Nicholas Nickleby,PERSON,"You say you intend purchasing a beautiful copy of Nicholas Nickleby.  I would much rather you buy a plain copy, that "
1,Law,PERSON,one you think I will admire. Perhaps the rest are Law books.  There is a book called �The Realities of 
1,�The Realities of Life�,WORK_OF_ART,s the rest are Law books.  There is a book called �The Realities of Life� written by a Miss Gaillard in Charleston.  If you
1,Gaillard,PERSON," called �The Realities of Life� written by a Miss Gaillard in Charleston.  If you were to come across it, & "
1,Charleston,GPE," Realities of Life� written by a Miss Gaillard in Charleston.  If you were to come across it, & it was cheap, "
1,Columbia,GPE,"ould like you to get it.  I believe the Stores in Columbia are very dear,  You had better buy your books at "
1,one,CARDINAL,"a pretty straw hat for Will than anything else, & one larger than the size I gave you, that he may wear"
1,next summer,DATE,"ger than the size I gave you, that he may wear it next summer.  Perhaps you might get some lady to purchase it "
1,Sarah Taylor,PERSON,"s you might get some lady to purchase it for you, Sarah Taylor for instance.  Write me word how much Musical box"
1,Musical,ORG,"arah Taylor for instance.  Write me word how much Musical boxes cost.  We all admire them very much, but pe"
1,Columbia,GPE,"st.  We all admire them very much, but perhaps in Columbia they are very expensive.  Do not buy one until yo"
1,Recollect,ORG,"ot buy one until you have written me the price.

	Recollect take the part of the upper country in debate, be "
1,Aunt Brewton,PERSON,"the fee bill, & do all you think best.  Go to see Aunt Brewton.  Be as economical as possible, judicious in your"
1,Musical,ORG," is the present you have bought, and the price of Musical boxes.  If they are cheap I would like one but if"
1,Politician,NORP, great pains with them.  You must be a consistent Politician.  My dear husband I have [word obscured] you a gr
1,"E.F. Perry

",PERSON,"k best.  I remain as ever your affectionate wife, E.F. Perry

Benjamin Perry
Columbia"
1,"Benjamin Perry
Columbia",PERSON,"emain as ever your affectionate wife, E.F. Perry

Benjamin Perry
Columbia"
2,morning,TIME,"Letter 100

Monday morning, 3 July 1848
Greenville

My dear husband

		I rec"
2,3 July 1848,DATE,"Letter 100

Monday morning, 3 July 1848
Greenville

My dear husband

		I received your le"
2,Greenville,GPE,"Letter 100

Monday morning, 3 July 1848
Greenville

My dear husband

		I received your letter last n"
2,last night,TIME,"nville

My dear husband

		I received your letter last night, in which you say, you may not be at home till We"
2,Wednesday,DATE,"ht, in which you say, you may not be at home till Wednesday.  On the strength of that, I will write you a few"
2,every day,DATE," as I know you cannot be, unless you are informed every day or two, of the health of your family.  We are acc"
2,two,CARDINAL,"u cannot be, unless you are informed every day or two, of the health of your family.  We are accustomed"
2,months,DATE, uneasy from a short silence than others are from months.  You do not mention having received a letter fro
2,Saturday,DATE,"u do not mention having received a letter from me Saturday, which you must have got, but in your haste forgo"
2,Laurens,PERSON,"This letter you may not receive, as you may leave Laurens before it reaches there, this being the case & no"
2,Laurens,PERSON,"ite because it may be to your interest to stay in Laurens some time longer, & if you hear that all at home "
2,last night,TIME,"s are going on.  I was very glad to hear from you last night.  I would have been uneasy if I had not heard, fo"
2,Butler,PERSON, heard less about your Election than usual.  Mrs. Butler has paid me no visit lately.  I suppose she is wa
2,Mamma,PERSON,"iting to have her budget full, before she comes.  Mamma asked Mr. Sharpe, what your prospects & he said, "
2,Sharpe,PERSON,"r budget full, before she comes.  Mamma asked Mr. Sharpe, what your prospects & he said, in Pendleton, the"
2,Pendleton,GPE,"ked Mr. Sharpe, what your prospects & he said, in Pendleton, they thought you would be elected by a majority "
2,1200,CARDINAL,hey thought you would be elected by a majority of 1200.  Friday afternoon I went to see Mrs. Stone & Mrs
2,Friday,DATE,ught you would be elected by a majority of 1200.  Friday afternoon I went to see Mrs. Stone & Mrs. Sam Tow
2,afternoon,TIME,u would be elected by a majority of 1200.  Friday afternoon I went to see Mrs. Stone & Mrs. Sam Townes.  Mrs.
2,Sam Townes,PERSON, Friday afternoon I went to see Mrs. Stone & Mrs. Sam Townes.  Mrs. Townes said she had recently been to Pendl
2,Townes,PERSON,I went to see Mrs. Stone & Mrs. Sam Townes.  Mrs. Townes said she had recently been to Pendleton & heard v
2,Pendleton &,ORG,"ownes.  Mrs. Townes said she had recently been to Pendleton & heard very encouraging accounts, & all along the "
2,one,CARDINAL," all along the road they inquired, & they saw but one man who said Mr. Orr would be elected, & he was a"
2,Orr,PERSON,"hey inquired, & they saw but one man who said Mr. Orr would be elected, & he was a barefooted ignorant "
2,Jones,PERSON," would rather tell what your�friends, such as Mr. Jones, Mr. Norton & Genl Thompson say.  I am glad for y"
2,Norton,PERSON,"er tell what your�friends, such as Mr. Jones, Mr. Norton & Genl Thompson say.  I am glad for your sake tha"
2,one,CARDINAL," you, for a moment to think you can be beaten, by one your inferior in every respect.  I think this rem"
2,Laurens,PERSON,", & I see no one coming in.  I am glad you are in Laurens, where there is more to be done than in Greenvill"
2,Greenville,GPE,"n Laurens, where there is more to be done than in Greenville.  Tomorrow is the 4th of July. But I have heard o"
2,Tomorrow,DATE,ere there is more to be done than in Greenville.  Tomorrow is the 4th of July. But I have heard of no prepar
2,the 4th of July,DATE, more to be done than in Greenville.  Tomorrow is the 4th of July. But I have heard of no preparations to celebrate
2,Sunday,DATE,"ve heard of no preparations to celebrate it.  The Sunday school children are not going to march as usual, "
2,Only one,CARDINAL,"I am very glad.  It was all trouble for nothing.  Only one letter has come for you, from Walker & Bradford, "
2,Walker & Bradford,ORG," nothing.  Only one letter has come for you, from Walker & Bradford, wishing to know what had become of their case.  "
2,Sam Townes,PERSON,"of their case.  I paid a very short visit to Mrs. Sam Townes.  Jim thought it was going to rain, & hurried me "
2,Jim,PERSON,".  I paid a very short visit to Mrs. Sam Townes.  Jim thought it was going to rain, & hurried me off, b"
2,Mamma,PERSON,"e me out, unless I can have the carri[a]ge & take Mamma with me.  She seems very anxious to see Mamma.  S"
2,Mamma,PERSON,"ake Mamma with me.  She seems very anxious to see Mamma.  Said her sister Mrs. Burt asked her, if she had"
2,Said,PERSON,"a with me.  She seems very anxious to see Mamma.  Said her sister Mrs. Burt asked her, if she had seen M"
2,Burt,PERSON," very anxious to see Mamma.  Said her sister Mrs. Burt asked her, if she had seen Mamma.  Frances�her ba"
2,Mamma,PERSON,"d her sister Mrs. Burt asked her, if she had seen Mamma.  Frances�her bag fully of medicines.  I see they"
2,Minerva,PERSON,", but it was just long enough, for after she left Minerva was taken sick, in a short time her child was bor"
2,Eliza,ORG," born of which I have written you, a girl it is.  Eliza was last week at Mamma�s.  She has now come home "
2,last week,DATE,"hich I have written you, a girl it is.  Eliza was last week at Mamma�s.  She has now come home to assist in w"
2,Mamma,ORG,"ritten you, a girl it is.  Eliza was last week at Mamma�s.  She has now come home to assist in working, b"
2,Earle,PERSON,"t she seems very unwell.  She begged to go to Dr. Earle.  I let her go, & he has written me a note, sayin"
2,nettle,NORP,he can do nothing.  He sent some medicine for the nettle thrash which she has.  Delia is better again.  Sh
2,Delia,GPE,me medicine for the nettle thrash which she has.  Delia is better again.  She & Mary have gone to the Spr
2,She & Mary,ORG,le thrash which she has.  Delia is better again.  She & Mary have gone to the Spring to wash.  John drove us t
2,Spring,DATE,lia is better again.  She & Mary have gone to the Spring to wash.  John drove us to church yesterday morni
2,John,PERSON,"in.  She & Mary have gone to the Spring to wash.  John drove us to church yesterday morning, & Jim in th"
2,yesterday,DATE,"e to the Spring to wash.  John drove us to church yesterday morning, & Jim in the afternoon.  Susan is still "
2,morning,TIME,"pring to wash.  John drove us to church yesterday morning, & Jim in the afternoon.  Susan is still at the P"
2,Susan,PERSON,"hurch yesterday morning, & Jim in the afternoon.  Susan is still at the Parsonage, but I expect she will "
2,Parsonage,ORG,"g, & Jim in the afternoon.  Susan is still at the Parsonage, but I expect she will be obliged to go to the ho"
2,Dupree,PERSON,expect she will be obliged to go to the house Mr. Dupree lived in.  It is a very mean one & I am afraid sh
2,one,CARDINAL,the house Mr. Dupree lived in.  It is a very mean one & I am afraid she will never have a better.  I te
2,Caroline Earle,PERSON," & I am the poor man�s wife, with every comfort.  Caroline Earle is engaged to�.  I expect when Mamma saw her, she"
2,Mamma,PERSON,"t.  Caroline Earle is engaged to�.  I expect when Mamma saw her, she was considering.  Mamma sent her a m"
2,Mamma,PERSON," expect when Mamma saw her, she was considering.  Mamma sent her a message by her Mother, advising her to"
2,Earle,PERSON,"by her Mother, advising her to accept him, & Mrs. Earle seemed pleased, & said she would be sure & delive"
2,McBee,PERSON,"ased, & said she would be sure & deliver it.  Mr. McBee heard that Caroline Earle was engaged to a gentle"
2,Caroline Earle,PERSON,would be sure & deliver it.  Mr. McBee heard that Caroline Earle was engaged to a gentleman richer than all.  I sa
2,Dunham,PERSON,gaged to a gentleman richer than all.  I saw Col. Dunham seated in the�of his Tin Shop yesterday.  He look
2,yesterday,DATE,  I saw Col. Dunham seated in the�of his Tin Shop yesterday.  He looked pale.  Ann heard that � Dubose was to
2,Ann,PERSON, the�of his Tin Shop yesterday.  He looked pale.  Ann heard that � Dubose was to be married.  Clara was
2,Clara,PERSON,ale.  Ann heard that � Dubose was to be married.  Clara was the authority.  She may have heard it from Ma
2,Margaret,PERSON,"ra was the authority.  She may have heard it from Margaret, who generally knows of the engagements.  Aunt An"
2,Aunt Anna Turnbull,PERSON,"argaret, who generally knows of the engagements.  Aunt Anna Turnbull sent Fanny a dress by Mrs. Tom Laurens.  I expect"
2,Fanny,PERSON,nows of the engagements.  Aunt Anna Turnbull sent Fanny a dress by Mrs. Tom Laurens.  I expect it was 6 ?
2,Tom Laurens,PERSON,"s.  Aunt Anna Turnbull sent Fanny a dress by Mrs. Tom Laurens.  I expect it was 6 ? a yd., but for her it was a"
2,6,CARDINAL,"nny a dress by Mrs. Tom Laurens.  I expect it was 6 ? a yd., but for her it was a valuable present.  "
2,Shower,ORG,"or her it was a valuable present.  I now take the Shower bath every day, & find it very pleasant.  The fir"
2,The first day,DATE," Shower bath every day, & find it very pleasant.  The first day the water was so cold, it took away my breath, & "
2,the day before,DATE," & I could not stand it.  I now use water brought the day before.  Willie loves to take it, but neither of the oth"
2,Cunningham,PERSON,but neither of the other children.  I wonder Mrs. Cunningham & Pamela have not written me.  Stop & see Mrs. Ba
2,Stop &,ORG,er Mrs. Cunningham & Pamela have not written me.  Stop & see Mrs. Barksdale on your way back & Capt. Conne
2,Barksdale,PERSON,"am & Pamela have not written me.  Stop & see Mrs. Barksdale on your way back & Capt. Conner, & others.  I hop"
2,Conner,PERSON,"top & see Mrs. Barksdale on your way back & Capt. Conner, & others.  I hope you will receive this letter s"
2,Aunt Harriett,PERSON,ll receive this letter safe.  It is a medley like Aunt Harriett.  I am going to write to her now.  Stay as long a
2,Laurens,PERSON,o write to her now.  Stay as long as you ought in Laurens.  I wish you to be elected by an overwhelming maj
2,hundreds,CARDINAL," to be elected by an overwhelming majority not by hundreds, but thousands.  When you return you must go to P"
2,thousands,CARDINAL," by an overwhelming majority not by hundreds, but thousands.  When you return you must go to Pickens & Anders"
2,"Pickens & Anderson, & if",ORG,"s, but thousands.  When you return you must go to Pickens & Anderson, & if you wish it I will accompany you, though I had be"
2,"home, & attend",ORG,"I will accompany you, though I had better stay at home, & attend to your interests in Greenville.  Your ever attac"
2,Greenville,GPE,"etter stay at home, & attend to your interests in Greenville.  Your ever attached Wife, E.F.P.

Mr. Croft will"
2,E.F.P.,ORG,"nterests in Greenville.  Your ever attached Wife, E.F.P.

Mr. Croft will soon be home with his Bride, his "
2,Croft,PERSON,"Greenville.  Your ever attached Wife, E.F.P.

Mr. Croft will soon be home with his Bride, his 3d bride.

"
2,Bride,PRODUCT,"ife, E.F.P.

Mr. Croft will soon be home with his Bride, his 3d bride.

Benjamin Perry
Laurens Court Hous"
2,3d,CARDINAL,"

Mr. Croft will soon be home with his Bride, his 3d bride.

Benjamin Perry
Laurens Court House"
2,Benjamin Perry,PERSON," will soon be home with his Bride, his 3d bride.

Benjamin Perry
Laurens Court House"
2,Laurens Court,ORG,"ome with his Bride, his 3d bride.

Benjamin Perry
Laurens Court House"
3,Monday,DATE,"Letter 101

Monday morning, 17 July 1848
Greenville

My dear husband"
3,morning,TIME,"Letter 101

Monday morning, 17 July 1848
Greenville

My dear husband

	     "
3,17 July 1848,DATE,"Letter 101

Monday morning, 17 July 1848
Greenville

My dear husband

	            	I did "
3,Greenville,GPE,"Letter 101

Monday morning, 17 July 1848
Greenville

My dear husband

	            	I did not expect "
3,Mamma,PERSON,"ew lines to express my uneasiness.  I went to see Mamma yesterday afternoon after church,& she said you l"
3,yesterday,DATE,"es to express my uneasiness.  I went to see Mamma yesterday afternoon after church,& she said you looked so b"
3,afternoon,TIME,"ess my uneasiness.  I went to see Mamma yesterday afternoon after church,& she said you looked so bilious whe"
